Rating (1-5) and the number of ratings for each wine product
Year: 2022
,
 ProductID,Rating,NumberOfRatings
,p006290,3.9,99
,p007348,3.8,54
,p010716,3.8,949
,p012773,3.5,116
,p010388,3.9,95
,p005998,4.0,112
,p001453,4.1, 1371
,p004696,3.9,577
,p009419,3.8,439
,p007757,4.0,51
,p003794,3.8,528
,p003958,3.7, 1423
,p003316,3.7,132
,p006712,3.8,80
,p010878,3.7,33
,p003314,3.5,374
,p009488,3.5,49
,p013040,3.2,25
,p008300,3.8,638
,p010571,4.1,30
,p005672,3.7,28
,p005916,4.1,134
,p007448,3.6,188
,p000013,3.4,30
,p001872,3.9,56
,p004354,4.7,628
,p007068,3.7,72
,p009302,3.3,439
,p007932,3.9,258
,p001465,4.1,25
,p002982,4.0,46
,p009325,3.7,405
,p008989,3.6, 1272
,p006844,3.6,29
,p005454,3.7,61
,p000507,4.6, 2397
,p002159,3.9,100
,p000592,3.8,51
,p011763,3.6,43
,p000652,3.7,66
,p006584,3.8, 2442
,p006793,3.8,192
,p009217,4.3,233
,p007612,3.9,40
,p006772,3.7,26
,p000596,3.6,559
,p008935,3.5,41
,p003969,4.2,203
,p010586,3.8,30
,p006680,3.8,37
,p010118,3.7,264
,p004897,3.6,35
,p007942,3.8,455
,p004826,3.7,104
,p013738,3.9,81
,p010834,3.9,86
,p000294,3.5,200
,p002585,3.7,271
,p013721,3.7,954
,p000546,4.7, 5308
,p008025,3.6,798
,p008830,3.9,27
,p004555,4.4,42
,p011641,4.0,779
,p003545,4.2,246
,p012767,3.9,146
,p007451,3.9,40
,p009171,4.4,32
,p003400,4.6,981
,p012695,4.2, 1149
,p004168,4.0,245
,p000389,3.5,87
,p011478,4.2,119
,p009285,3.4,53
,p005730,3.6,72
,p010456,3.8,750
,p005467,4.0,32
,p006923,3.8,184
,p008460,3.6,200
,p005929,3.7,429
,p003783,3.5,245
,p011513,4.0,223
,p001467,4.3,38
,p010031,3.8,237
,p011206,4.1,36
,p013059,4.1,187
,p010200,4.0,55
,p006269,4.6,178
,p000940,3.8,994
,p005106,3.7,944
,p000709,3.9,25
,p009080,3.9,78
,p007104,3.3,105
,p000279,4.3,311
,p006597,3.8,896
,p002480,3.5,60
,p007051,3.9,130
,p004673,3.6,292
,p012090,4.1,100
,p000450,4.2,65
,p004909,3.9, 5342
,p010418,3.8,554
,p001137,4.4, 1877
,p011101,3.8,48
,p006526,4.5,40
,p006385,4.2,42
,p007200,3.5,59
,p010218,3.7,267
,p003699,4.2,682
,p006514,3.9,225
,p010765,3.3,243
,p012143,4.0,29
,p008874,3.8,367
,p002253,3.8, 2789
,p003335,3.6,474
,p007525,3.9,47
,p003891,4.1,84
,p008089,4.1,114
,p004278,3.8,95
,p010325,3.6,54
,p000713,4.1, 1325
,p013316,3.7,161
,p008347,4.4,38
,p005714,3.9,118
,p013075,4.4,153
,p001459,4.0,143
,p012372,3.9,163
,p013236,3.9,300
,p006918,4.3,908
,p013680,3.9,30
,p005764,3.8,52
,p011823,3.5,412
,p013209,3.6,374
,p011942,3.8,55
,p002361,3.8,30
,p006609,3.9,35
,p003661,3.3,63
,p000820,4.2,300
,p007153,4.1, 1884
,p004567,4.2,28
,p001883,3.9,244
,p008630,4.3,115
,p004297,3.8, 3351
,p006515,4.2,113
,p010348,3.6,579
,p005869,3.9,115
,p009556,3.7,149
,p001298,3.6, 1118
,p000370,3.8,78
,p006523,4.6, 2773
,p003084,4.1,34
,p010465,3.8,69
,p009487,3.2,31
,p008442,3.9,36
,p009033,4.0,51
,p001831,3.8,79
,p010196,3.7,93
,p009618,3.7,241
,p005626,4.1,36
,p004310,3.7,94
,p001036,4.5,70
,p002780,4.1,146
,p007246,4.2,94
,p005317,4.0,33
,p003202,3.7,327
,p000925,3.5,152
,p005005,4.4,607
,p008608,3.5,131
,p001713,4.0,74
,p003289,3.6,794
,p006372,3.8,46
,p001173,4.0,65
,p013726,4.0,26
,p009826,4.0,45
,p008005,3.6,34
,p000506,3.5,49
,p006303,3.9,93
,p002237,4.3,153
,p001275,3.7,861
,p013813,3.8,167
,p002558,3.8,95
,p005634,3.8,294
,p013137,3.3,184
,p004014,3.6,93
,p011562,3.9,39
,p006757,3.7, 1204
,p004289,3.8,65
,p011260,4.5,172
,p005816,3.9,50
,p004534,3.8,443
,p001577,3.8,74
,p003264,4.6,447
,p006900,3.6,29
,p007317,4.4,346
,p002242,3.6,27
,p009548,3.9,330
,p002030,4.0,28
,p007854,4.1,99
,p005412,3.4,29
,p012453,3.1,27
,p008888,3.7,48
,p002656,4.3, 1046
,p001188,3.8,873
,p012395,4.1,284
,p004809,4.0,549
,p010166,3.7,532
,p001345,3.6,147
,p012049,3.9,154
,p010818,3.7,211
,p006922,3.8,88
,p008080,4.2,138
,p013221,4.2,150
,p001276,3.5,716
,p004372,4.1,940
,p010876,3.9,47
,p011792,3.9,35
,p011888,3.5,32
,p004485,4.2,64
,p003043,4.0,679
,p001193,3.7,715
,p006439,3.7,147
,p001414,4.4,29
,p005252,3.5,129
,p002691,3.9,159
,p001080,4.2,517
,p005770,4.4, 1066
,p010780,4.0, 1392
,p004494,4.1,602
,p003110,4.1,256
,p003782,4.4,95
,p006444,3.7,77
,p009228,3.9,36
,p008775,4.1,71
,p012535,3.7,252
,p008463,4.5, 1634
,p007623,4.1,190
,p012057,3.6,38
,p012151,3.6,379
,p010811,3.7, 2455
,p009522,4.2,33
,p005643,3.7,446
,p002343,4.1,507
,p006664,4.3,168
,p011285,3.7,46
,p009581,3.7,87
,p000971,3.7,43
,p013453,3.6,447
,p000176,3.7,40
,p005202,4.2,449
,p011612,3.7,53
,p012490,4.1,105
,p001560,3.6,59
,p009399,4.1,66
,p000240,3.9,176
,p006683,4.1,62
,p011603,3.9,193
,p009116,4.1,28
,p006777,4.4,234
,p010010,4.7,130
,p011343,3.9,146
,p000007,3.3,40
,p008359,3.7,32
,p006741,3.9,117
,p004663,4.2,278
,p010127,3.9,83
,p003075,3.5,115
,p006934,3.8,44
,p011829,3.6,166
,p006833,3.9,29
,p013783,3.7, 3784
,p001256,3.9,524
,p002158,3.9,33
,p003955,4.4,568
,p002850,4.0,173
,p000697,3.7,47
,p011243,3.1,28
,p013464,3.8,31
,p006668,3.4,67
,p008500,4.6,72
,p008070,3.9, 1098
,p009823,3.9,46
,p009266,4.3,33
,p011022,4.2, 1568
,p011203,4.2,411
,p001175,3.8,143
,p013471,3.9,28
,p001962,3.9,168
,p007997,3.8,216
,p010446,3.3,91
,p007604,3.9,33
,p000580,4.0,72
,p012577,4.2,36
,p001659,3.5,28
,p011052,3.7,148
,p011705,3.6,38
,p007917,3.7,670
,p004075,3.5,106
,p003080,4.1,53
,p012026,3.8,38
,p008064,3.7,38
,p013554,4.1,29
,p009561,3.6,51
,p000105,3.9,143
,p002635,3.9,46
,p010924,4.0,33
,p012589,3.9,351
,p011784,4.0,31
,p002959,3.8,66
,p013600,3.9,123
,p008730,3.8,43
,p011149,3.8,33
,p002754,4.1,79
,p010694,4.1,485
,p004858,3.9,303
,p011127,4.0,161
,p006718,4.1,25
,p004700,3.8,27
,p006719,4.2,214
,p005072,3.8,218
,p004505,3.9,365
,p012917,3.8, 1683
,p009587,4.3, 1597
,p005386,4.2,133
,p004173,3.8,306
,p012566,4.0,50
,p012734,4.1,55
,p011555,4.0, 1115
,p003790,3.6,539
,p010229,3.8,53
,p002740,4.0,31
,p001722,4.0, 1578
,p010696,4.3,156
,p005995,3.5,76
,p007021,3.5,188
,p010077,3.8,69
,p012901,3.8,411
,p001780,3.7,128
,p007003,3.9,438
,p012243,4.0,61
,p002491,3.5,87
,p003985,4.2,40
,p003632,3.6,30
,p004210,3.9,17671
,p002675,3.8,88
,p012301,3.6,29531
,p006055,4.1,975
,p010559,4.0,58
,p008128,3.6,54
,p003850,4.4,282
,p002142,3.9,58
,p001177,3.8,175
,p002259,3.9,671
,p007387,3.4,147
,p008389,3.7,87
,p002510,3.5,39
,p005463,4.5, 2747
,p009411,4.1,102
,p012745,3.6,239
,p004132,3.3,217
,p002978,3.9,190
,p012037,4.0,202
,p002608,3.5, 2936
,p009816,4.2,257
,p010085,3.8,212
,p009064,4.1,47
,p012787,4.0, 2181
,p010155,4.0,710
,p010959,4.3,50
,p002847,4.2,172
,p012510,4.1,34
,p011379,3.6,49
,p011869,3.7,177
,p010606,3.7,311
,p004293,3.6, 2298
,p000671,4.1,46
,p007096,4.2,242
,p012594,4.3,377
,p013804,4.0,565
,p009865,4.0,27
,p010017,4.2,242
,p005701,3.3,229
,p011795,3.5, 1056
,p000499,3.5,877
,p008397,3.8,132
,p000841,3.8,27
,p011039,4.4,102
,p000972,3.6,31
,p002812,3.3,96
,p010216,4.3,68
,p011672,3.5,139
,p003561,3.6,407
,p008627,3.7,33
,p008569,3.1,26
,p000427,3.9,242
,p008684,3.7,146
,p001328,3.5,82
,p008654,3.9,46
,p002555,3.6,110
,p002924,3.8,249
,p013718,3.8,152
,p000790,4.3,64
,p005381,4.0,76
,p001834,3.2,58
,p006223,4.0,65
,p007727,3.8,853
,p012561,3.7,176
,p006665,4.0,51
,p012910,3.9,83
,p007279,3.9,632
,p010561,3.5,229
,p005596,4.0,48
,p001816,4.3, 2034
,p010028,3.7,29
,p010853,3.9,50
,p013160,3.4,317
,p001154,3.9,27
,p011963,4.0,54
,p000505,4.1,180
,p005658,3.7,235
,p001824,3.8, 1711
,p004053,3.6,159
,p002530,3.9,181
,p004263,3.8, 1149
,p007874,3.8,651
,p005918,3.9,142
,p011190,3.5,28
,p013299,3.8,65
,p012977,4.4,30
,p010008,4.1,512
,p001987,3.6,82
,p004704,3.9,63
,p000223,3.8,74
,p003564,4.2,44
,p007898,3.8, 2943
,p013714,3.7,110
,p002892,4.0,43
,p013132,4.1,204
,p010223,4.0,84
,p012590,3.7,32
,p001318,3.8,155
,p010957,3.7,222
,p004218,3.8,66
,p008187,3.8,44
,p007218,3.9,142
,p009597,4.2,358
,p000358,4.4,30
,p010153,3.2,53
,p006904,4.6,181
,p009332,3.9,87
,p001998,4.1,494
,p010757,3.6,124
,p010493,4.0,513
,p013801,3.7,41
,p013451,3.9,204
,p008049,4.1,77
,p011241,3.8,60
,p008436,4.0,36
,p000329,4.0,292
,p010402,3.5,40
,p002408,4.1,98
,p008741,4.1,79
,p006951,4.0,44
,p006708,4.3,85
,p006690,4.1,49
,p002459,3.6,81
,p002682,3.6,494
,p008199,3.1,42
,p007341,4.6,959
,p001563,4.4,77
,p003928,4.1, 1130
,p010887,4.1,98
,p009220,4.2,434
,p009350,3.7,325
,p011042,3.4,174
,p000665,4.4,582
,p002031,3.5,59
,p010416,3.7,171
,p009918,4.3,208
,p005991,4.0,94
,p012581,4.4, 4968
,p006400,3.3,53
,p009847,4.1,110
,p013479,3.3,156
,p004581,3.6,29
,p003780,3.3,82
,p006286,3.9,141
,p010545,3.9,43
,p013489,3.3,50
,p010541,4.1,605
,p005243,4.6,132
,p011541,3.8,722
,p011617,4.1,559
,p011767,3.7,47
,p005302,3.5,201
,p003710,4.3,100
,p012188,3.8,47
,p001968,3.5,263
,p011067,3.5,347
,p007912,4.2,219
,p012007,4.3,243
,p006996,3.9,855
,p007384,4.1, 1077
,p000256,4.3,44
,p006816,3.9, 1152
,p011774,3.6,60
,p003621,3.6,26
,p001917,4.3,99
,p006236,4.2, 1131
,p005424,4.3,58
,p007130,3.7, 2306
,p001392,3.4,74
,p008597,4.0,185
,p007767,4.3, 1427
,p007733,3.6,34
,p009813,4.3,291
,p003168,3.9,375
,p006313,3.9,25
,p000208,3.8,156
,p006312,3.9, 1016
,p000604,4.2,482
,p012129,3.7,107
,p013442,3.5,43
,p002248,4.0,909
,p012142,4.1, 1075
,p007484,4.1,285
,p003415,4.2,51
,p006446,4.2,46
,p000548,3.9,33
,p004058,4.1,319
,p001382,4.0,39
,p008429,4.0, 1192
,p003167,3.8,30
,p003709,4.2,398
,p001512,3.8,588
,p010697,3.5,64
,p000095,3.3,86
,p012041,3.9,162
,p006850,4.0,129
,p007282,3.8,25
,p001356,3.8,261
,p009255,3.6,57
,p000124,3.7,65
,p012398,4.0,71
,p003691,3.7,234
,p009523,3.6,199
,p006974,3.5, 1602
,p007913,3.8,111
,p009093,3.4,58
,p012617,4.3,33
,p008396,3.6,40
,p009133,3.7,80
,p001000,4.3, 7956
,p001105,3.7,27
,p007684,3.8,221
,p001626,3.9,141
,p006211,4.1,74
,p000169,3.7,314
,p013493,3.9,430
,p012606,3.8, 5972
,p001902,3.7,70
,p004975,3.8,72
,p012619,4.1,133
,p009095,4.0,58
,p005536,4.2,417
,p000916,4.1,763
,p009777,4.0,908
,p013494,3.9,143
,p007931,3.5,45
,p000152,4.5,121
,p005137,4.5,74
,p000299,4.6,205
,p006679,4.1,178
,p008564,3.4,79
,p002243,3.8,36
,p006731,4.4,47
,p001803,3.6,50
,p010476,3.6,33
,p000807,4.2,75
,p009831,3.2,25
,p013264,3.7,284
,p011602,3.2,38
,p006903,3.6,77
,p000829,3.8,138
,p006490,3.9,112
,p006729,4.4,603
,p001867,3.6,65
,p004691,3.7,253
,p008295,3.9,27
,p010255,3.8,146
,p013295,3.1,42
,p006484,3.4, 1344
,p010281,4.4,65
,p011731,3.9,95
,p005566,3.8,74
,p006323,3.8, 1470
,p010903,3.4,189
,p009708,3.2,133
,p013638,4.0,330
,p013593,3.6,493
,p010514,3.7,196
,p002504,3.6,39
,p006537,3.6,62
,p006075,3.6,93
,p009271,4.5,149
,p009763,3.9,199
,p003445,3.7,200
,p012491,3.9,33
,p003235,3.8,161
,p006546,3.6,46
,p003287,3.8,203
,p012019,4.3, 1310
,p001330,3.9,384
,p002864,3.6,73
,p009270,3.6,136
,p010238,3.9,72
,p005978,3.7,29
,p011188,4.0,771
,p005442,3.9,184
,p004190,4.1,270
,p011620,3.4,365
,p006345,4.2,351
,p009127,4.1,68
,p009366,4.2,649
,p012981,4.0,110
,p013179,4.2,276
,p006154,3.4,85
,p004583,4.3,96
,p003642,3.9,732
,p011125,3.3,160
,p013267,4.0,56
,p009736,3.7,106
,p010087,3.9,169
,p012303,3.8,543
,p013139,3.6,189
,p003055,3.5,39
,p009678,3.8,129
,p009874,3.6,63
,p013485,3.7,388
,p011780,3.9,356
,p005985,3.7,207
,p006483,3.5,56
,p009002,3.8,460
,p007007,4.0,110
,p012923,4.4,667
,p010274,4.1,29
,p006559,3.6,64
,p011422,3.8,431
,p006591,3.8,41
,p012283,3.8,122
,p006027,3.8,64
,p012340,3.7,247
,p013476,3.8,251
,p006952,3.8,55
,p012706,3.9,46
,p001053,3.5,47
,p008085,4.0,34
,p002175,4.1,361
,p004825,4.2,484
,p012792,3.5,64
,p002973,3.4,128
,p000676,3.9,312
,p010521,3.7,47
,p001802,4.4,743
,p001952,3.9, 1061
,p007726,3.8,27
,p009963,3.5,273
,p012124,3.6,39
,p006133,4.0,32
,p005153,4.1,702
,p012691,3.8,28
,p000744,4.5,37
,p010753,3.6,152
,p002905,3.6,806
,p013703,4.1,848
,p003385,4.2,133
,p010689,3.8,32
,p006825,4.1,58
,p010595,3.9,108
,p004122,3.5,29
,p001827,3.2,41
,p003988,3.6,486
,p004296,4.1,643
,p001420,4.1,41
,p012391,3.8,39
,p007113,4.2, 2990
,p004612,4.0,83
,p011099,3.8,97
,p008624,4.0,153
,p008828,4.7,39
,p008656,3.6,211
,p010749,3.5,96
,p006175,3.8,285
,p008558,3.9,90
,p010781,4.2,163
,p013332,3.5,65
,p010883,4.3,237
,p002487,3.7,57
,p011185,4.0,48
,p010965,3.4,27
,p006166,4.1,32
,p013575,3.5,114
,p007175,4.0, 2123
,p003714,3.8,734
,p012420,4.1, 3963
,p004295,3.9,983
,p008859,3.9,410
,p002450,3.9,74
,p003205,3.7,95
,p009440,4.4,240
,p003961,4.3,35
,p008170,4.0,273
,p012169,3.8,57
,p007627,4.0,203
,p011650,3.5,191
,p012837,3.5,108
,p005295,3.4,186
,p013645,4.0,299
,p001375,4.2,106
,p006099,3.8,332
,p000241,3.7,141
,p001940,3.8,34
,p010181,3.7,326
,p006387,4.2,61
,p013563,3.3,444
,p004002,4.1,93
,p002787,4.4,588
,p009882,4.1,43
,p006169,4.0,55
,p004601,3.6,30
,p006402,4.3,162
,p009464,3.6,37
,p003943,3.5, 6880
,p008601,3.8,44
,p005471,4.1, 1752
,p009925,3.9,43
,p012158,3.4,45
,p011483,4.4, 1534
,p005821,3.7,96
,p007502,3.8,936
,p003910,4.4,44
,p005052,4.1,103
,p004017,4.2,751
,p007546,4.3,35
,p012728,3.4,459
,p005024,3.9,67
,p001033,4.0,41
,p004421,3.7,37
,p002358,4.0,33
,p010407,3.9,56
,p000624,4.1,467
,p012234,3.5,76
,p008571,4.2,134
,p010076,3.8,88
,p004716,3.4,45
,p010066,3.8, 2022
,p008797,3.7,25
,p002318,4.2,235
,p005852,4.3, 1106
,p011383,3.8,341
,p001830,3.4,27
,p009088,4.1, 1903
,p006957,3.8,425
,p004730,3.8,271
,p004384,4.2,70
,p003439,3.1,147
,p001108,4.2,327
,p013120,3.6,149
,p012447,4.4,41
,p005285,4.1,66
,p005121,3.7,151
,p005189,4.0,402
,p013788,4.2,458
,p010538,4.0,101
,p007149,4.1,568
,p005064,3.9,36
,p011235,4.0,75
,p009796,3.5,120
,p005933,3.9,32
,p012903,3.7,93
,p001853,4.0,31
,p004761,4.0,57
,p009239,4.1,39
,p002636,4.0,703
,p013772,3.3,56
,p000633,4.1,742
,p011271,3.6,87
,p012052,3.8,312
,p009374,3.5, 1213
,p007924,4.3,86
,p006366,3.8,434
,p002354,4.0,188
,p011489,3.8,173
,p006209,3.5,131
,p012904,3.5,69
,p010882,3.8,137
,p010367,3.8,29
,p000688,3.8,283
,p000687,3.4,69
,p002617,3.7, 1375
,p013456,3.8, 1700
,p008067,3.8,883
,p011187,4.0,667
,p006060,4.0,244
,p009297,3.9,108
,p009700,4.0,134
,p013409,4.1,249
,p008977,3.9, 3582
,p002484,3.8,98
,p001334,4.0,94
,p000034,3.7,80
,p009834,3.8,37
,p013597,4.2,184
,p005562,3.7,42
,p000590,3.6,162
,p012067,3.7,125
,p000949,3.8,54
,p007791,4.2,38
,p003009,3.6,31
,p003243,4.1, 1433
,p009911,3.9, 2279
,p013480,3.9,82
,p008539,4.2,56
,p007628,3.9,397
,p002246,3.5,65
,p001548,3.8,106
,p002409,3.5,37
,p002025,4.1,123
,p007732,4.2,48
,p004706,4.0,848
,p013467,4.3,28
,p008033,4.3,574
,p005510,4.1, 3192
,p002258,4.0,478
,p001995,3.9,54
,p011376,3.3,114
,p011520,3.7,30
,p009448,3.0,199
,p012341,3.7,57
,p004066,4.5,44
,p003575,2.9,26
,p005034,4.5,25
,p011178,3.8,320
,p013072,3.4,55
,p012441,4.0,59
,p004540,4.5, 5844
,p000749,4.3,345
,p000982,3.7,47
,p009575,4.3,66
,p007305,3.1,174
,p003789,4.2,49
,p011027,4.4,887
,p009354,3.9,497
,p004915,3.8,245
,p011611,3.8,876
,p009578,3.9,25
,p003705,4.1,215
,p009265,3.7,25
,p006932,3.8,499
,p007687,3.8,56
,p012260,4.4,450
,p012443,3.9,69
,p013198,4.0,545
,p005221,3.4,34
,p013613,3.5,65
,p002176,3.7,53
,p002502,3.7,215
,p007397,3.9,88
,p008233,4.0,61
,p003347,3.8,552
,p000114,4.2,123
,p008862,3.7,921
,p006338,4.1,273
,p008606,3.7,279
,p011023,3.9,811
,p013663,3.6,64
,p009081,3.8,296
,p003475,3.4,485
,p007144,3.6,27
,p008215,3.6,132
,p010046,3.9,941
,p001795,3.8,29
,p011092,3.3,310
,p002088,3.8,837
,p005885,3.8,117
,p001042,3.6,224
,p002867,3.4,333
,p011366,4.0,86
,p008088,3.7,190
,p012440,3.7,26
,p012763,3.6, 1064
,p010495,3.8,240
,p006577,4.4,379
,p009647,4.1, 7496
,p004450,3.8,258
,p008746,4.1,27
,p011791,3.8,392
,p008525,3.7,66
,p003803,3.8,312
,p006007,3.5,128
,p010902,3.8,133
,p010678,3.2,161
,p011314,3.9,428
,p009512,3.0,32
,p000870,3.7,101
,p006217,3.6,267
,p009063,3.7,54
,p000334,4.3, 1915
,p012014,4.3,139
,p012897,3.6,106
,p002724,4.2,95
,p010469,3.8,86
,p011880,4.1,305
,p001419,3.5,294
,p011407,3.8,51
,p006103,3.8,274
,p010997,3.9,138
,p003611,3.8,654
,p003434,3.5,38
,p002906,3.8,78
,p007625,4.5,511
,p013538,3.6,717
,p002702,4.3,29
,p005331,4.6, 1608
,p000280,4.1,342
,p007327,4.5, 1237
,p012349,3.6,40
,p008555,4.2,44
,p002091,4.2, 3170
,p007319,3.8, 6245
,p008408,4.0,32
,p010672,3.9,61
,p010634,3.7,107
,p009551,3.8,156
,p001314,4.1,103
,p008235,4.0,34
,p010122,4.2,47
,p009735,4.4,476
,p000650,4.0, 1848
,p009685,4.2,119
,p008906,3.7,671
,p010365,3.9,32
,p003175,3.8,534
,p007162,4.5,607
,p006637,4.1,111
,p008781,3.6, 2165
,p007972,3.8,73
,p007179,3.9,34
,p009432,3.7,25
,p000087,3.7,59
,p008522,3.6,360
,p002319,4.2,26
,p005962,3.6,381
,p005633,4.0,26
,p004399,4.0, 1243
,p011369,4.0, 6802
,p000836,3.8,554
,p002133,3.4,113
,p002305,4.1,298
,p002282,3.9, 2259
,p007531,3.8,81
,p004131,4.1,48
,p003017,3.5,28
,p003328,4.0,196
,p001808,4.0,74
,p005217,4.0,130
,p011424,4.0,489
,p006001,3.8,156
,p005780,4.4,275
,p009706,4.0,571
,p003854,4.1,166
,p005539,4.0,540
,p008915,3.8,249
,p000400,3.6,75
,p008776,3.9,177
,p002334,4.4,13136
,p004632,3.3,28
,p008122,3.9,76
,p008250,3.8,61
,p007236,3.9,44
,p007335,4.2,510
,p002467,4.3,530
,p002913,3.8,55
,p001160,3.7,230
,p001974,3.9,284
,p009780,3.8,107
,p012258,3.9,190
,p008364,3.7,46
,p002152,4.1,340
,p011628,4.3,72
,p005886,3.7,152
,p008461,4.0,79
,p011195,4.1,59
,p004409,4.1,143
,p000812,3.8,254
,p010064,4.0, 2046
,p008136,4.0,25
,p011565,4.1,805
,p000318,3.9,54
,p007535,4.0, 1387
,p000478,3.7,189
,p008342,4.2,159
,p000317,3.7,91
,p002798,3.8,47
,p002066,3.6,83
,p004261,3.7, 8439
,p001733,4.3,174
,p005426,3.3,53
,p011292,4.0,122
,p002814,3.7,77
,p007783,3.4,621
,p011987,3.7,156
,p006535,4.6, 8349
,p004013,3.9,810
,p007124,3.7,218
,p012727,4.2,514
,p004634,4.0,163
,p003818,3.7,290
,p011752,4.1,75
,p001945,3.6,557
,p012056,3.7,90
,p011428,3.7,148
,p007011,4.6, 4388
,p001092,3.7,67
,p007262,4.2,919
,p009356,4.1,31
,p012376,4.3, 3206
,p012822,3.7,724
,p011726,3.8,185
,p001385,4.2,180
,p012523,3.9,27
,p000008,4.1,27
,p002918,3.6,61
,p003421,3.4,41
,p002716,4.3,978
,p006093,3.7,51
,p005746,3.4,44
,p000557,4.3,185
,p005749,4.2,39
,p012815,4.0,151
,p010530,4.1,268
,p008315,3.8,67
,p007802,4.2, 1017
,p011137,3.8,225
,p011140,4.0,44
,p007886,3.8,731
,p006471,4.2,62
,p006225,3.6, 6209
,p001640,4.1, 1533
,p013507,4.3,583
,p009837,3.5,292
,p011300,3.6,66
,p006050,3.9,116
,p013735,3.9,122
,p006094,4.0,796
,p005675,4.4,44
,p003952,3.7,225
,p000459,3.8,69
,p009020,4.0,134
,p013426,3.7,225
,p006143,3.4,69
,p003921,3.7, 6078
,p001868,3.8,922
,p012690,4.2,78
,p005846,4.1,76
,p004027,4.2,42
,p004456,4.4,285
,p000638,4.0,37
,p011852,3.6,59
,p000598,3.9,274
,p006964,3.8,40
,p012738,3.9,37
,p008572,3.6,110
,p006869,3.5,82
,p002023,3.9, 7785
,p006360,4.2,33
,p010147,3.7,78
,p006628,3.8,63
,p008798,4.1,118
,p010570,4.0,70
,p005984,4.1,205
,p008612,3.5,111
,p006221,4.1,70
,p001825,3.8,43
,p000199,3.7,35
,p005006,3.6,518
,p005355,4.1,25
,p000226,4.0, 2001
,p004242,3.8,326
,p001704,4.0, 1225
,p013039,3.8,42
,p010657,3.7,69
,p005287,4.1,282
,p006578,3.8,145
,p012907,3.8,53
,p010740,4.2,101
,p009630,4.2,113
,p012663,3.6,605
,p004631,3.7,200
,p012196,4.0,227
,p001751,4.0,636
,p010464,3.3,146
,p007247,3.9,29
,p000805,4.1,67
,p001603,3.5,69
,p008949,3.8,159
,p002492,3.4,26
,p000860,3.7,38
,p011157,4.1,47
,p013520,4.1,61
,p000966,4.2,861
,p005992,4.0,28
,p010003,4.1,143
,p011802,3.6,27
,p013777,4.0,27
,p005139,3.7,28
,p003079,3.9,747
,p007232,4.2,37765
,p008587,4.2,67
,p008284,3.8,142
,p004669,3.7,377
,p005122,4.0,34
,p013068,3.8,54
,p006012,4.4,928
,p011748,4.0, 1274
,p010021,4.3, 2084
,p003801,3.9,217
,p000033,3.8, 2434
,p002956,4.1,211
,p001712,3.9,201
,p011736,3.8,507
,p010913,3.7,75
,p013434,3.6,107
,p004979,3.7,179
,p013144,3.7,108
,p004733,3.6,57
,p009301,4.0,34
,p009338,3.9, 2651
,p000206,3.8,142
,p005681,3.2,52
,p001865,4.2,179
,p004189,3.9,75
,p013752,4.2,363
,p003208,4.0, 1211
,p012982,3.9,47
,p010511,3.8,248
,p006147,3.9,710
,p002310,4.0,156
,p005987,3.9,864
,p008231,3.8,148
,p001693,3.3,76
,p012123,3.9,77
,p008189,3.8,377
,p001506,3.8,184
,p009043,3.9,47
,p008853,3.6,216
,p012554,4.5,315
,p009316,3.4,121
,p005957,3.7,64
,p007314,4.0,123
,p011362,3.6,75
,p009900,3.8,267
,p005429,3.5,609
,p003127,3.9,775
,p013081,4.2,358
,p005465,4.1, 2700
,p002824,4.1,28
,p001009,4.0,75
,p003635,4.1,598
,p010801,4.2,108
,p007169,4.0,65
,p004752,3.7,45
,p008983,3.6, 1145
,p002095,3.8,159
,p004325,3.8,88
,p005113,3.6,48
,p013366,3.5,206
,p000171,3.7,640
,p003539,3.6,26
,p001439,3.9,368
,p006568,4.3,32
,p003866,3.8,120
,p009555,4.3,69
,p002876,4.2,62
,p012140,4.0,207
,p013495,4.0,525
,p002778,3.8,399
,p006786,3.7,100
,p008537,3.8,261
,p001807,3.9,483
,p007272,4.0,143
,p011467,4.2, 2663
,p003376,3.8,248
,p012955,3.7,493
,p008232,3.6,110
,p009845,3.2,382
,p001552,3.8,421
,p011123,4.0,66
,p000151,3.5,111
,p002290,4.1,30
,p005210,4.0,332
,p000702,4.0,259
,p010074,4.4,91
,p004423,3.9, 1823
,p008069,4.1, 2554
,p004579,4.1,51
,p011074,4.2,421
,p012514,3.8,54
,p002932,4.0,162
,p013711,3.9,62
,p008892,3.9,160
,p002981,4.4,145
,p011891,3.7,442
,p003680,4.3,126
,p007624,3.6,90
,p010576,3.8,61
,p001497,4.1,702
,p011184,3.7,38
,p004608,4.5,811
,p003459,4.1,42
,p009965,4.1,95
,p013705,3.9,64
,p010294,4.3,46
,p000903,3.9,204
,p001784,3.4,25
,p002915,3.9,197
,p007150,3.7,52
,p012782,3.9,41
,p013728,3.6,36
,p006386,3.6,31
,p000559,4.2, 4846
,p004508,4.2,318
,p010517,3.8, 5121
,p011351,3.7,162
,p012526,3.1,64
,p011289,3.4,68
,p004264,4.5,59
,p002749,3.6,67
,p006920,4.1,97
,p012088,3.7, 1071
,p011462,3.9,127
,p006101,4.1,192
,p011723,3.9, 1143
,p007265,3.6,85
,p007883,4.1,27
,p005662,4.4,551
,p001262,3.9,209
,p005135,3.9,126
